workerid,proliferate.condition,audio,block_order,button_pressed,correct_response,group,internal_node_id,key_press,match_sel,mismatch_sel,normed_midpoint,path,repetition,responses,rt,step,stimulus,test_part,time_elapsed,trial_index,trial_type,type,visual_target,voiced_sel,voiceless_sel,vowel,yes_side,error
30,condition1,BAA_PAA_3_00,coda-onset,,NA,control,0.0-344.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_00.wav,2,,597,0,audio/onset_syllables/BAA_PAA_3_00.wav,test_onset,624371,344,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_15,coda-onset,,NA,control,0.0-345.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_15.wav,2,,736,15,audio/onset_syllables/BIH_PIH_1_15.wav,test_onset,626109,345,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_22,coda-onset,,NA,control,0.0-346.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_22.wav,1,,939,22,audio/onset_syllables/BAA_PAA_3_22.wav,test_onset,628058,346,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BUH_PUH_3_15,coda-onset,,NA,control,0.0-347.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_15.wav,3,,832,15,audio/onset_syllables/BUH_PUH_3_15.wav,test_onset,629891,347,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_00,coda-onset,,NA,control,0.0-348.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_00.wav,1,,597,0,audio/onset_syllables/BIH_PIH_1_00.wav,test_onset,631499,348,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BIH_PIH_1_00,coda-onset,,NA,control,0.0-349.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_00.wav,3,,1877,0,audio/onset_syllables/BIH_PIH_1_00.wav,test_onset,634380,349,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_05,coda-onset,,NA,control,0.0-350.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_05.wav,3,,725,5,audio/onset_syllables/BAA_PAA_3_05.wav,test_onset,636115,350,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_22,coda-onset,,NA,control,0.0-351.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_22.wav,2,,587,22,audio/onset_syllables/BAA_PAA_3_22.wav,test_onset,637714,351,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_18,coda-onset,,NA,control,0.0-352.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_18.wav,3,,853,18,audio/onset_syllables/BAH_PAH_3_18.wav,test_onset,639566,352,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_22,coda-onset,,NA,control,0.0-353.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_22.wav,3,,960,22,audio/onset_syllables/BAA_PAA_3_22.wav,test_onset,641535,353,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_30,coda-onset,,NA,control,0.0-354.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_30.wav,1,,853,30,audio/onset_syllables/BAA_PAA_3_30.wav,test_onset,643388,354,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_00,coda-onset,,NA,control,0.0-355.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_00.wav,2,,661,0,audio/onset_syllables/BIH_PIH_1_00.wav,test_onset,645054,355,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BUH_PUH_3_27,coda-onset,,NA,control,0.0-356.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_27.wav,3,,704,27,audio/onset_syllables/BUH_PUH_3_27.wav,test_onset,646766,356,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_18,coda-onset,,NA,control,0.0-357.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_18.wav,3,,608,18,audio/onset_syllables/BIH_PIH_1_18.wav,test_onset,648393,357,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_15,coda-onset,,NA,control,0.0-358.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_15.wav,2,,576,15,audio/onset_syllables/BAA_PAA_3_15.wav,test_onset,649984,358,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_15,coda-onset,,NA,control,0.0-359.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_15.wav,1,,619,15,audio/onset_syllables/BAH_PAH_3_15.wav,test_onset,651613,359,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAH_PAH_3_24,coda-onset,,NA,control,0.0-360.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_24.wav,3,,555,24,audio/onset_syllables/BAH_PAH_3_24.wav,test_onset,653177,360,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BUH_PUH_3_24,coda-onset,,NA,control,0.0-361.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_24.wav,3,,693,24,audio/onset_syllables/BUH_PUH_3_24.wav,test_onset,654878,361,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAA_PAA_3_18,coda-onset,,NA,control,0.0-362.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_18.wav,2,,587,18,audio/onset_syllables/BAA_PAA_3_18.wav,test_onset,656479,362,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_20,coda-onset,,NA,control,0.0-363.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_20.wav,3,,811,20,audio/onset_syllables/BAA_PAA_3_20.wav,test_onset,658302,363,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_24,coda-onset,,NA,control,0.0-364.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_24.wav,2,,789,24,audio/onset_syllables/BAA_PAA_3_24.wav,test_onset,660100,364,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_22,coda-onset,,NA,control,0.0-365.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_22.wav,3,,725,22,audio/onset_syllables/BIH_PIH_1_22.wav,test_onset,661844,365,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_24,coda-onset,,NA,control,0.0-366.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_24.wav,3,,597,24,audio/onset_syllables/BAA_PAA_3_24.wav,test_onset,663446,366,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_27,coda-onset,,NA,control,0.0-367.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_27.wav,3,,501,27,audio/onset_syllables/BIH_PIH_1_27.wav,test_onset,664956,367,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAH_PAH_3_20,coda-onset,,NA,control,0.0-368.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_20.wav,3,,853,20,audio/onset_syllables/BAH_PAH_3_20.wav,test_onset,666824,368,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BUH_PUH_3_15,coda-onset,,NA,control,0.0-369.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_15.wav,1,,747,15,audio/onset_syllables/BUH_PUH_3_15.wav,test_onset,668571,369,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BUH_PUH_3_05,coda-onset,,NA,control,0.0-370.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_05.wav,3,,821,5,audio/onset_syllables/BUH_PUH_3_05.wav,test_onset,670395,370,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BUH_PUH_3_18,coda-onset,,NA,control,0.0-371.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_18.wav,1,,811,18,audio/onset_syllables/BUH_PUH_3_18.wav,test_onset,672209,371,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAH_PAH_3_05,coda-onset,,NA,control,0.0-372.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_05.wav,2,,832,5,audio/onset_syllables/BAH_PAH_3_05.wav,test_onset,674050,372,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_00,coda-onset,,NA,control,0.0-373.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_00.wav,1,,640,0,audio/onset_syllables/BAA_PAA_3_00.wav,test_onset,675701,373,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BUH_PUH_3_00,coda-onset,,NA,control,0.0-374.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_00.wav,2,,512,0,audio/onset_syllables/BUH_PUH_3_00.wav,test_onset,677222,374,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAH_PAH_3_24,coda-onset,,NA,control,0.0-375.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_24.wav,1,,533,24,audio/onset_syllables/BAH_PAH_3_24.wav,test_onset,678761,375,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BIH_PIH_1_15,coda-onset,,NA,control,0.0-376.0,75,NA,NA,16,audio/onset_syllables/BIH_PIH_1_15.wav,3,,587,15,audio/onset_syllables/BIH_PIH_1_15.wav,test_onset,680346,376,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BUH_PUH_3_30,coda-onset,,NA,control,0.0-377.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_30.wav,1,,587,30,audio/onset_syllables/BUH_PUH_3_30.wav,test_onset,681953,377,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAA_PAA_3_20,coda-onset,,NA,control,0.0-378.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_20.wav,1,,608,20,audio/onset_syllables/BAA_PAA_3_20.wav,test_onset,683555,378,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BUH_PUH_3_24,coda-onset,,NA,control,0.0-379.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_24.wav,1,,672,24,audio/onset_syllables/BUH_PUH_3_24.wav,test_onset,685245,379,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_10,coda-onset,,NA,control,0.0-380.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_10.wav,1,,875,10,audio/onset_syllables/BIH_PIH_1_10.wav,test_onset,687132,380,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BIH_PIH_1_24,coda-onset,,NA,control,0.0-381.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_24.wav,3,,512,24,audio/onset_syllables/BIH_PIH_1_24.wav,test_onset,688659,381,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BIH_PIH_1_30,coda-onset,,NA,control,0.0-382.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_30.wav,3,,800,30,audio/onset_syllables/BIH_PIH_1_30.wav,test_onset,690457,382,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAH_PAH_3_15,coda-onset,,NA,control,0.0-383.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_15.wav,3,,1205,15,audio/onset_syllables/BAH_PAH_3_15.wav,test_onset,692668,383,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAH_PAH_3_24,coda-onset,,NA,control,0.0-384.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_24.wav,2,,576,24,audio/onset_syllables/BAH_PAH_3_24.wav,test_onset,694249,384,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BIH_PIH_1_15,coda-onset,,NA,control,0.0-385.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_15.wav,1,,640,15,audio/onset_syllables/BIH_PIH_1_15.wav,test_onset,695895,385,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BIH_PIH_1_27,coda-onset,,NA,control,0.0-386.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_27.wav,2,,555,27,audio/onset_syllables/BIH_PIH_1_27.wav,test_onset,697452,386,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAH_PAH_3_18,coda-onset,,NA,control,0.0-387.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_18.wav,1,,555,18,audio/onset_syllables/BAH_PAH_3_18.wav,test_onset,699012,387,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_18,coda-onset,,NA,control,0.0-388.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_18.wav,3,,875,18,audio/onset_syllables/BAA_PAA_3_18.wav,test_onset,700893,388,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_30,coda-onset,,NA,control,0.0-389.0,75,NA,NA,23,audio/onset_syllables/BAH_PAH_3_30.wav,2,,640,30,audio/onset_syllables/BAH_PAH_3_30.wav,test_onset,702533,389,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_00,coda-onset,,NA,control,0.0-390.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_00.wav,3,,725,0,audio/onset_syllables/BAA_PAA_3_00.wav,test_onset,704278,390,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_27,coda-onset,,NA,control,0.0-391.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_27.wav,1,,629,27,audio/onset_syllables/BIH_PIH_1_27.wav,test_onset,705918,391,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_15,coda-onset,,NA,control,0.0-392.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_15.wav,3,,608,15,audio/onset_syllables/BAA_PAA_3_15.wav,test_onset,707527,392,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_10,coda-onset,,NA,control,0.0-393.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_10.wav,2,,683,10,audio/onset_syllables/BAH_PAH_3_10.wav,test_onset,709219,393,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAH_PAH_3_05,coda-onset,,NA,control,0.0-394.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_05.wav,1,,608,5,audio/onset_syllables/BAH_PAH_3_05.wav,test_onset,710831,394,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_24,coda-onset,,NA,control,0.0-395.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_24.wav,1,,565,24,audio/onset_syllables/BAA_PAA_3_24.wav,test_onset,712405,395,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_27,coda-onset,,NA,control,0.0-396.0,75,NA,NA,23,audio/onset_syllables/BAH_PAH_3_27.wav,1,,875,27,audio/onset_syllables/BAH_PAH_3_27.wav,test_onset,714294,396,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_10,coda-onset,,NA,control,0.0-397.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_10.wav,3,,629,10,audio/onset_syllables/BAA_PAA_3_10.wav,test_onset,715929,397,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BUH_PUH_3_10,coda-onset,,NA,control,0.0-398.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_10.wav,3,,747,10,audio/onset_syllables/BUH_PUH_3_10.wav,test_onset,717686,398,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BUH_PUH_3_05,coda-onset,,NA,control,0.0-399.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_05.wav,2,,544,5,audio/onset_syllables/BUH_PUH_3_05.wav,test_onset,719240,399,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_18,coda-onset,,NA,control,0.0-400.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_18.wav,1,,1099,18,audio/onset_syllables/BIH_PIH_1_18.wav,test_onset,721352,400,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BUH_PUH_3_10,coda-onset,,NA,control,0.0-401.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_10.wav,1,,704,10,audio/onset_syllables/BUH_PUH_3_10.wav,test_onset,723064,401,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BUH_PUH_3_20,coda-onset,,NA,control,0.0-402.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_20.wav,1,,832,20,audio/onset_syllables/BUH_PUH_3_20.wav,test_onset,724912,402,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAA_PAA_3_27,coda-onset,,NA,control,0.0-403.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_27.wav,1,,864,27,audio/onset_syllables/BAA_PAA_3_27.wav,test_onset,726787,403,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BIH_PIH_1_20,coda-onset,,NA,control,0.0-404.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_20.wav,3,,480,20,audio/onset_syllables/BIH_PIH_1_20.wav,test_onset,728275,404,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_15,coda-onset,,NA,control,0.0-405.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_15.wav,1,,779,15,audio/onset_syllables/BAA_PAA_3_15.wav,test_onset,730059,405,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_22,coda-onset,,NA,control,0.0-406.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_22.wav,1,,523,22,audio/onset_syllables/BAH_PAH_3_22.wav,test_onset,731590,406,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAH_PAH_3_10,coda-onset,,NA,control,0.0-407.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_10.wav,1,,565,10,audio/onset_syllables/BAH_PAH_3_10.wav,test_onset,733162,407,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BUH_PUH_3_27,coda-onset,,NA,control,0.0-408.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_27.wav,2,,960,27,audio/onset_syllables/BUH_PUH_3_27.wav,test_onset,735132,408,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAH_PAH_3_27,coda-onset,,NA,control,0.0-409.0,75,NA,NA,23,audio/onset_syllables/BAH_PAH_3_27.wav,2,,789,27,audio/onset_syllables/BAH_PAH_3_27.wav,test_onset,736920,409,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_27,coda-onset,,NA,control,0.0-410.0,75,NA,NA,25,audio/onset_syllables/BAA_PAA_3_27.wav,3,,1045,27,audio/onset_syllables/BAA_PAA_3_27.wav,test_onset,738983,410,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_22,coda-onset,,NA,control,0.0-411.0,75,NA,NA,23,audio/onset_syllables/BAH_PAH_3_22.wav,3,,789,22,audio/onset_syllables/BAH_PAH_3_22.wav,test_onset,740789,411,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAH_PAH_3_00,coda-onset,,NA,control,0.0-412.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_00.wav,1,,693,0,audio/onset_syllables/BAH_PAH_3_00.wav,test_onset,742489,412,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BUH_PUH_3_24,coda-onset,,NA,control,0.0-413.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_24.wav,2,,907,24,audio/onset_syllables/BUH_PUH_3_24.wav,test_onset,744403,413,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_20,coda-onset,,NA,control,0.0-414.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_20.wav,2,,715,20,audio/onset_syllables/BIH_PIH_1_20.wav,test_onset,746116,414,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAA_PAA_3_20,coda-onset,,NA,control,0.0-415.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_20.wav,2,,725,20,audio/onset_syllables/BAA_PAA_3_20.wav,test_onset,747847,415,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_10,coda-onset,,NA,control,0.0-416.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_10.wav,3,,704,10,audio/onset_syllables/BAH_PAH_3_10.wav,test_onset,749558,416,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BUH_PUH_3_15,coda-onset,,NA,control,0.0-417.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_15.wav,2,,1013,15,audio/onset_syllables/BUH_PUH_3_15.wav,test_onset,751583,417,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAA_PAA_3_30,coda-onset,,NA,control,0.0-418.0,75,NA,NA,25,audio/onset_syllables/BAA_PAA_3_30.wav,2,,555,30,audio/onset_syllables/BAA_PAA_3_30.wav,test_onset,753153,418,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_30,coda-onset,,NA,control,0.0-419.0,75,NA,NA,25,audio/onset_syllables/BAA_PAA_3_30.wav,3,,576,30,audio/onset_syllables/BAA_PAA_3_30.wav,test_onset,754742,419,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_05,coda-onset,,NA,control,0.0-420.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_05.wav,3,,832,5,audio/onset_syllables/BAH_PAH_3_05.wav,test_onset,756575,420,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BIH_PIH_1_05,coda-onset,,NA,control,0.0-421.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_05.wav,1,,544,5,audio/onset_syllables/BIH_PIH_1_05.wav,test_onset,758134,421,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BUH_PUH_3_27,coda-onset,,NA,control,0.0-422.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_27.wav,1,,672,27,audio/onset_syllables/BUH_PUH_3_27.wav,test_onset,759831,422,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BAA_PAA_3_18,coda-onset,,NA,control,0.0-423.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_18.wav,1,,1024,18,audio/onset_syllables/BAA_PAA_3_18.wav,test_onset,761864,423,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_10,coda-onset,,NA,control,0.0-424.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_10.wav,1,,789,10,audio/onset_syllables/BAA_PAA_3_10.wav,test_onset,763652,424,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_05,coda-onset,,NA,control,0.0-425.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_05.wav,2,,651,5,audio/onset_syllables/BAA_PAA_3_05.wav,test_onset,765309,425,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAH_PAH_3_00,coda-onset,,NA,control,0.0-426.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_00.wav,2,,736,0,audio/onset_syllables/BAH_PAH_3_00.wav,test_onset,767060,426,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BAA_PAA_3_10,coda-onset,,NA,control,0.0-427.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_10.wav,2,,1632,10,audio/onset_syllables/BAA_PAA_3_10.wav,test_onset,769707,427,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BAA_PAA_3_27,coda-onset,,NA,control,0.0-428.0,83,NA,NA,25,audio/onset_syllables/BAA_PAA_3_27.wav,2,,629,27,audio/onset_syllables/BAA_PAA_3_27.wav,test_onset,771347,428,audio-keyboard-response,onset_syllable,NA,B,P,AA,RIGHT,
30,condition1,BUH_PUH_3_00,coda-onset,,NA,control,0.0-429.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_00.wav,1,,597,0,audio/onset_syllables/BUH_PUH_3_00.wav,test_onset,772941,429,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_10,coda-onset,,NA,control,0.0-430.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_10.wav,2,,1067,10,audio/onset_syllables/BIH_PIH_1_10.wav,test_onset,775016,430,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BUH_PUH_3_18,coda-onset,,NA,control,0.0-431.0,75,NA,NA,21,audio/onset_syllables/BUH_PUH_3_18.wav,2,,821,18,audio/onset_syllables/BUH_PUH_3_18.wav,test_onset,776852,431,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BUH_PUH_3_00,coda-onset,,NA,control,0.0-432.0,83,NA,NA,21,audio/onset_syllables/BUH_PUH_3_00.wav,3,,576,0,audio/onset_syllables/BUH_PUH_3_00.wav,test_onset,778431,432,audio-keyboard-response,onset_syllable,NA,B,P,UH,RIGHT,
30,condition1,BIH_PIH_1_22,coda-onset,,NA,control,0.0-433.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_22.wav,1,,672,22,audio/onset_syllables/BIH_PIH_1_22.wav,test_onset,780109,433,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
30,condition1,BAH_PAH_3_00,coda-onset,,NA,control,0.0-434.0,83,NA,NA,23,audio/onset_syllables/BAH_PAH_3_00.wav,3,,533,0,audio/onset_syllables/BAH_PAH_3_00.wav,test_onset,781648,434,audio-keyboard-response,onset_syllable,NA,B,P,AH,RIGHT,
30,condition1,BIH_PIH_1_10,coda-onset,,NA,control,0.0-435.0,83,NA,NA,16,audio/onset_syllables/BIH_PIH_1_10.wav,3,,608,10,audio/onset_syllables/BIH_PIH_1_10.wav,test_onset,783263,435,audio-keyboard-response,onset_syllable,NA,B,P,IH,RIGHT,
